SEP,Brain Type,Partial Run Supported,Partial Run Technology Type,Partial Run Technology Type ID
roadFillRoadIF,Mono,False,road,12
updateNav2Polynomial,Mono,False,N/A,N/A
saveDataForLocalization,Mono,False,N/A,N/A
roadUpdateForNextFrame,Mono,False,road,12
roadASILFastAgendaValidation,Mono,False,road,12
roadFillRoadSafetyIF,Mono,False,road,12
roadCopySlowIFToFastIF,Mono,False,road,12
prepLaneAssignmentModels,Mono,False,N/A,N/A
runLaneAssignmentFrameData,Mono,False,N/A,N/A
memRoadPointsFillTable,Mono,False,N/A,N/A
meMemSetRoadModelData,Mono,False,N/A,N/A
meMemSetRoadSlowData,Mono,False,N/A,N/A
MEMemHarvesterComputeSplines,Mono,False,MEMem,11
MEMemUpdateSpeedFactor,Mono,False,MEMem,11
calcSunFailsafes,Mono,False,N/A,N/A
calcSunFailsafes_sync1_sunCalcTask,Mono,False,N/A,N/A
calcSunFailsafes_sync2_sunCalcTask,Mono,False,N/A,N/A
calcPartialBlockage_sync2_waitForVclRoadIF,Mono,False,N/A,N/A
calcPartialBlockage_sync3_waitForHRSpots,Mono,False,N/A,N/A
calcPartialBlockage_sync4_waitForPartialBlockageDNN,Mono,False,N/A,N/A
calcBasicFailsafes_sync3_basicCalcTaskDone,Mono,False,N/A,N/A
calcGenericFsFeatures,Mono,False,N/A,N/A
calcGenericFsFeatures_sync1_genFeaturesCalcTask,Mono,False,N/A,N/A
calcGenericFsFeatures_sync2_genFeaturesCalcTask,Mono,False,N/A,N/A
calcGenericFsFeatures_sync3_genFeaturesCalcTask,Mono,False,N/A,N/A
calcGenericFsFeatures_sync4_genFeaturesCalcTask,Mono,False,N/A,N/A
calcSnow_sync1_waitForBlurHistogram,Mono,False,N/A,N/A
calcBlur_sync1_publishBlurHistogram,Mono,False,N/A,N/A
calcBlur_sync2_waitForVclMatching,Mono,False,N/A,N/A
calcLowSun_sync1_readyToUpdateLowSun,Mono,False,N/A,N/A
VD3DUpdateRoadModels,Mono,False,N/A,N/A
TSRSetRoadInfo,Mono,False,TSR,0
TSRSetHPPInfo,Mono,False,TSR,0
pedFcwUpdateSignals,Mono,True,Pedestrians,15
cvFcwUpdateSignals,Mono,False,N/A,N/A
pedalConfusionInitFrame,Mono,False,fusion,7
filterCliquesFinalFilters,Mono,True,Pedestrians,15
saveRectForFcwValidation_PED,Mono,False,N/A,N/A
pedApproveMFObjectsPart1,Mono,True,Pedestrians,15
prepYProjection_PED,Mono,False,N/A,N/A
updateFcwValidation_PED,Mono,False,N/A,N/A
pedFcwFrameUpdateNoRadarFusion,Mono,False,N/A,N/A
pedApproveMFObjectsPart2,Mono,True,Pedestrians,15
updateLaneAssignement,Mono,True,Pedestrians,15
preprocessRadarTargets,Mono,False,N/A,N/A
pedFcwObjectsUpdate,Mono,False,N/A,N/A
pedFcwAccelCalc,Mono,True,Pedestrians,15
pedDfovMatching,Mono,True,Pedestrians,15
calcOnAllCliquesAtEnd,Mono,True,Pedestrians,15
prepareBikesWaistups,Mono,True,Pedestrians,15
filterCliquesFinalFilters,Mono,True,Pedestrians,15
pedApproveMFObjectsPart1,Mono,True,Pedestrians,15
pedApproveMFObjectsPart2,Mono,True,Pedestrians,15
VD3DPostTemplateTracking,Mono,False,N/A,N/A
saveRectForFcwValidation_VCL,Mono,False,N/A,N/A
predictFcwValidation_VCL,Mono,False,N/A,N/A
updateFcwValidation_VCL,Mono,False,N/A,N/A
updateFcwValidation_VCL_sync1_rkf_task,Mono,False,N/A,N/A
updateFcwValidation_VCL_sync2_fkf_task,Mono,False,N/A,N/A
updateFcwValidation_VCL_sync3_fcwVks_sync,Mono,False,N/A,N/A
CRupdateForNextFrame,Mono,False,N/A,N/A
pedFcwFrameUpdatePedObj,Mono,False,N/A,N/A
fillPedFCWIF,Mono,True,Pedestrians,15
pedValidateTTC,Mono,True,Pedestrians,15
pedValidateTTC,Mono,True,Pedestrians,15
pedValidateROI,Mono,True,Pedestrians,15
pedValidateROI,Mono,True,Pedestrians,15
pedValidatePosition,Mono,True,Pedestrians,15
pedValidatePosition,Mono,True,Pedestrians,15
pedValidateCO,Mono,True,Pedestrians,15
setAlertByValidation,Mono,True,Pedestrians,15
pedValidateCO,Mono,True,Pedestrians,15
setAlertByValidation,Mono,True,Pedestrians,15
pedFcwFrameUpdate,Mono,False,N/A,N/A
VD3DCleanFalsePositiveRetentions,Mono,False,N/A,N/A
TSRSetVehicleGlobalInfo,Mono,False,TSR,0
pedalConfusionEndFrame,Mono,False,fusion,7
RFDFillIF,Mono,False,N/A,N/A
RFDEndFrame,Mono,False,N/A,N/A
TSRAttentionInitFrame,Mono,False,TSR,0
runNSSRmAttention,Mono,False,N/A,N/A
runAttention,Mono,False,N/A,N/A
runAttention_sync1_IDstartAttentionCamera_si0,Mono,False,N/A,N/A
runAttention_sync2_IDstartAttentionCamera_si1,Mono,False,N/A,N/A
runAttention_sync3_IDstartAttentionCamera_si2,Mono,False,N/A,N/A
runAttention_sync4_IDendAttentionCamera_si0,Mono,False,N/A,N/A
runAttention_sync5_IDendAttentionCamera_si1,Mono,False,N/A,N/A
runAttention_sync6_IDendAttentionCamera_si2,Mono,False,N/A,N/A
TSRPruneAndDumpRects,Mono,False,TSR,0
TSRRoadMarkingsPruneAndDumpRects,Mono,False,TSR,0
TSRCreateSingleFrame,Mono,False,TSR,0
TSRCreateSingleFrame_sync1_IDstartSystemAlign_si0,Mono,False,TSR,0
TSRCreateSingleFrame_sync2_IDstartSystemAlign_si1,Mono,False,TSR,0
TSRCreateSingleFrame_sync3_IDstartSystemAlign_si2,Mono,False,TSR,0
TSRCreateSingleFrame_sync4_IDstartSystemAlign_si3,Mono,False,TSR,0
TSRCreateSingleFrame_sync5_IDstartSystemAlign_si4,Mono,False,TSR,0
TSRCreateSingleFrame_sync6_IDstartSystemAlign_si5,Mono,False,TSR,0
TSRCreateSingleFrame_sync7_IDstartSystemAlign_si6,Mono,False,TSR,0
TSRCreateSingleFrame_sync8_IDstartSystemAlign_si7,Mono,False,TSR,0
TSRCreateSingleFrame_sync9_IDstartSystemAlign_si8,Mono,False,TSR,0
TSRCreateSingleFrame_sync10_IDstartSystemAlign_si9,Mono,False,TSR,0
TSRCreateSingleFrame_sync11_IDstartSystemAlign_si10,Mono,False,TSR,0
TSRCreateSingleFrame_sync12_IDstartSystemAlign_si11,Mono,False,TSR,0
TSRCreateSingleFrame_sync13_IDstartSystemAlign_si12,Mono,False,TSR,0
TSRCreateSingleFrame_sync14_IDstartSystemAlign_si13,Mono,False,TSR,0
TSRCreateSingleFrame_sync15_IDstartSystemAlign_si14,Mono,False,TSR,0
TSRCreateSingleFrame_sync16_IDstartSystemAlign_si15,Mono,False,TSR,0
TSRCreateSingleFrame_sync17_IDstartSystemAlign_si16,Mono,False,TSR,0
TSRCreateSingleFrame_sync18_IDstartSystemAlign_si17,Mono,False,TSR,0
TSRCreateSingleFrame_sync19_IDstartSystemAlign_si18,Mono,False,TSR,0
TSRCreateSingleFrame_sync20_IDstartSystemAlign_si19,Mono,False,TSR,0
TSRCreateSingleFrame_sync21_IDstartSystemAlign_si20,Mono,False,TSR,0
TSRCreateSingleFrame_sync22_IDstartSystemAlign_si21,Mono,False,TSR,0
TSRCreateSingleFrame_sync23_IDstartSystemAlign_si22,Mono,False,TSR,0
TSRCreateSingleFrame_sync24_IDendSystemAlign_si0,Mono,False,TSR,0
TSRCreateSingleFrame_sync25_IDendSystemAlign_si1,Mono,False,TSR,0
TSRCreateSingleFrame_sync26_IDendSystemAlign_si2,Mono,False,TSR,0
TSRCreateSingleFrame_sync27_IDendSystemAlign_si3,Mono,False,TSR,0
TSRCreateSingleFrame_sync28_IDendSystemAlign_si4,Mono,False,TSR,0
TSRCreateSingleFrame_sync29_IDendSystemAlign_si5,Mono,False,TSR,0
TSRCreateSingleFrame_sync30_IDendSystemAlign_si6,Mono,False,TSR,0
TSRCreateSingleFrame_sync31_IDendSystemAlign_si7,Mono,False,TSR,0
TSRCreateSingleFrame_sync32_IDendSystemAlign_si8,Mono,False,TSR,0
TSRCreateSingleFrame_sync33_IDendSystemAlign_si9,Mono,False,TSR,0
calcSpotsFailsafes,Mono,False,N/A,N/A
hrSpotsUpdateReportDistance,Mono,True,hrSpots,10
hrSpotsClearDeadSpotsList,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRaw,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineL0,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineLM1,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFPrincipalPoints,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationMF,Mono,True,hrSpots,10
hrSpotsPublish,Mono,True,hrSpots,10
hrSpotsReducedSensitivityScene,Mono,True,hrSpots,10
hrSpotsInitFrame,Mono,True,hrSpots,10
hrSpotsTrackingInitFrame,Mono,True,hrSpots,10
hrSpotsTrackingComputeSearchRectForMFSpots,Mono,True,hrSpots,10
hrSpotsAttentionInitFrame,Mono,True,hrSpots,10
hrSpotsFindToneCandidates,Mono,False,hrSpots,10
hrSpotsBuildLightCandidates,Mono,False,hrSpots,10
hrSpotsMergeAndSplitLightCandidates,Mono,False,hrSpots,10
runRawProcessor,Mono,False,N/A,N/A
runRawProcessor,Mono,False,N/A,N/A
hrSpotsPostLightCandidates,Mono,False,hrSpots,10
hrSpotsBuildSpots,Mono,True,hrSpots,10
hrSpotsFilterBadSpots,Mono,True,hrSpots,10
hrSpotsUpdateEgoSpeed,Mono,True,hrSpots,10
hrSpotsCalcSFCheapFeatures,Mono,True,hrSpots,10
hrSpotsFinalizeSpots,Mono,True,hrSpots,10
sfSpotsCNNclassifiersC3,Mono,False,N/A,N/A
hrSpotsPostCalcSFFlatness,Mono,True,hrSpots,10
hrSpotsTrackingBeforePitch,Mono,True,hrSpots,10
hrSpotsTrackingCalcPitch,Mono,True,hrSpots,10
hrSpotsTrackingAfterPitch,Mono,True,hrSpots,10
hrSpotsClusterSpots,Mono,True,hrSpots,10
hrSpotsCalcSFRedness,Mono,True,hrSpots,10
hrSpotsTrackingMatch,Mono,True,hrSpots,10
hrSpotsUpdateSLDistanceClassificationData,Mono,True,hrSpots,10
hrSpotsCalcFeatures,Mono,True,hrSpots,10
hrSpotsXYClassifyC3,Mono,False,hrSpots,10
hrSpotsCollectClassifierFeatures,Mono,True,hrSpots,10
hrSpotsDecisionClassifySpotsC3,Mono,False,hrSpots,10
hrSpotsClassifySpots,Mono,True,hrSpots,10
hrSpotsRemoveCouplesWithDeadSpots,Mono,True,hrSpots,10
hrSpotsUpdateVdId,Mono,True,hrSpots,10
hrSpotsSyncVehicles,Mono,True,hrSpots,10
hrSpotsUpdateSingleSpotSceneData,Mono,True,hrSpots,10
hrSpotsOnlineCalibrationInitFrame,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationCalcCannyEdges,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRaw,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineL0,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFRefineLM1,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationSFPrincipalPoints,Mono,True,hrSpots,10
hrSpotsRunOnlineCalibrationMF,Mono,True,hrSpots,10
hrSpotsInitModelReportFrame,Mono,True,hrSpots,10
hrSpotsUpdateReportDistance,Mono,True,hrSpots,10
hrSpotsClearDeadSpotsList,Mono,True,hrSpots,10
hrSpotsPrepareForLightconeScene,Mono,True,hrSpots,10
hrSpotsInitModelReport,Mono,True,hrSpots,10
hrSpotsInitOnlineCalibrationReport,Mono,True,hrSpots,10
hrSpotsPublish,Mono,True,hrSpots,10
hrSpotsUpdateDriverProfileInput,Mono,True,hrSpots,10
hrSpotsUpdateCloseOCInScene,Mono,True,hrSpots,10
electricGridEndFrame,Mono,False,N/A,N/A
TSRCreateSingleFrame_sync34_IDendSystemAlign_si10,Mono,False,TSR,0
TSRCreateSingleFrame_sync35_IDendSystemAlign_si11,Mono,False,TSR,0
TSRCreateSingleFrame_sync36_IDendSystemAlign_si12,Mono,False,TSR,0
TSRCreateSingleFrame_sync37_IDendSystemAlign_si13,Mono,False,TSR,0
TSRCreateSingleFrame_sync38_IDendSystemAlign_si14,Mono,False,TSR,0
TSRCreateSingleFrame_sync39_IDendSystemAlign_si15,Mono,False,TSR,0
TSRCreateSingleFrame_sync40_IDendSystemAlign_si16,Mono,False,TSR,0
TSRCreateSingleFrame_sync41_IDendSystemAlign_si17,Mono,False,TSR,0
TSRCreateSingleFrame_sync42_IDendSystemAlign_si18,Mono,False,TSR,0
TSRCreateSingleFrame_sync43_IDendSystemAlign_si19,Mono,False,TSR,0
TSRCreateSingleFrame_sync44_IDendSystemAlign_si20,Mono,False,TSR,0
TSRCreateSingleFrame_sync45_IDendSystemAlign_si21,Mono,False,TSR,0
TSRCreateSingleFrame_sync46_IDendSystemAlign_si22,Mono,False,TSR,0
TSRMFDetectionChainPar,Mono,False,TSR,0
TSRMFDetectionChainPar_sync1_TSRMF_CHAIN_TASK_si0,Mono,False,TSR,0
TSRMF_CIRCULAR_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync2_TSRMF_CHAIN_TASK_si1,Mono,False,TSR,0
TSRMF_TRIANGULAR_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMF_RECTANGULAR_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync3_TSRMF_CHAIN_TASK_si2,Mono,False,TSR,0
TSRMF_CRS_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync4_TSRMF_CHAIN_TASK_si3,Mono,False,TSR,0
TSRMF_TFL_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync5_TSRMF_CHAIN_TASK_si4,Mono,False,TSR,0
TSRMF_HORIZONTAL_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync6_TSRMF_CHAIN_TASK_si5,Mono,False,TSR,0
TSRMF_TUNNEL_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync7_TSRMF_CHAIN_TASK_si6,Mono,False,TSR,0
TSRMF_POLES_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync8_TSRMF_CHAIN_TASK_si7,Mono,False,TSR,0
TSRMF_ROAD_MARKS_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync9_TSRMF_CHAIN_TASK_si8,Mono,False,TSR,0
TSRMF_ROAD_LINES_NARROW_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync10_TSRMF_CHAIN_TASK_si9,Mono,False,TSR,0
TSRMF_ROAD_LINES_WIDE_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync11_TSRMF_CHAIN_TASK_si10,Mono,False,TSR,0
TSRMF_JUNCTION_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync12_TSRMF_CHAIN_TASK_si11,Mono,False,TSR,0
TSRMF_LANES_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync13_TSRMF_CHAIN_TASK_si12,Mono,False,TSR,0
TSRMF_SEWAGE_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync14_TSRMF_CHAIN_TASK_si13,Mono,False,TSR,0
TSRMF_TFL_SPOT_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync15_TSRMF_CHAIN_TASK_si14,Mono,False,TSR,0
TSRMF_TFL_STRUCTURE_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync16_TSRMF_CHAIN_TASK_si15,Mono,False,TSR,0
TSRMF_INNER_RECTS_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync17_TSRMF_CHAIN_TASK_si16,Mono,False,TSR,0
TSRMF_TFL_STRUCTURE_IGNORE_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync18_TSRMF_CHAIN_TASK_si17,Mono,False,TSR,0
TSRMF_LAMPS_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync19_TSRMF_CHAIN_TASK_si18,Mono,False,TSR,0
TSRMF_TFL_SINGLE_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync20_TSRMF_CHAIN_TASK_si19,Mono,False,TSR,0
TSRMF_GATES_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync21_TSRMF_CHAIN_TASK_si20,Mono,False,TSR,0
TSRMF_SPOTS_ANALYZER_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync22_TSRMF_CHAIN_TASK_si21,Mono,False,TSR,0
TSRMF_BIGCA_sync1_TSRMF_HIGH_LEVEL_SYNC,Mono,False,TSR,0
TSRMFDetectionChainPar_sync23_TSRMF_CHAIN_TASK_si22,Mono,False,TSR,0
TSRMFDetectionChainPar_sync24_TSRMF_CHAIN_TASK_DONE_si0,Mono,False,TSR,0
TSRMFDetectionChainPar_sync25_TSRMF_CHAIN_TASK_DONE_si1,Mono,False,TSR,0
TSRMFDetectionChainPar_sync26_TSRMF_CHAIN_TASK_DONE_si2,Mono,False,TSR,0
TSRMFDetectionChainPar_sync27_TSRMF_CHAIN_TASK_DONE_si3,Mono,False,TSR,0
TSRMFDetectionChainPar_sync28_TSRMF_CHAIN_TASK_DONE_si4,Mono,False,TSR,0
TSRMFDetectionChainPar_sync29_TSRMF_CHAIN_TASK_DONE_si5,Mono,False,TSR,0
TSRMFDetectionChainPar_sync30_TSRMF_CHAIN_TASK_DONE_si6,Mono,False,TSR,0
TSRMFDetectionChainPar_sync31_TSRMF_CHAIN_TASK_DONE_si7,Mono,False,TSR,0
TSRMFDetectionChainPar_sync32_TSRMF_CHAIN_TASK_DONE_si8,Mono,False,TSR,0
TSRMFDetectionChainPar_sync33_TSRMF_CHAIN_TASK_DONE_si9,Mono,False,TSR,0
TSRMFDetectionChainPar_sync34_TSRMF_CHAIN_TASK_DONE_si10,Mono,False,TSR,0
TSRMFDetectionChainPar_sync35_TSRMF_CHAIN_TASK_DONE_si11,Mono,False,TSR,0
TSRMFDetectionChainPar_sync36_TSRMF_CHAIN_TASK_DONE_si12,Mono,False,TSR,0
TSRMFDetectionChainPar_sync37_TSRMF_CHAIN_TASK_DONE_si13,Mono,False,TSR,0
TSRMFDetectionChainPar_sync38_TSRMF_CHAIN_TASK_DONE_si14,Mono,False,TSR,0
TSRMFDetectionChainPar_sync39_TSRMF_CHAIN_TASK_DONE_si15,Mono,False,TSR,0
TSRMFDetectionChainPar_sync40_TSRMF_CHAIN_TASK_DONE_si16,Mono,False,TSR,0
TSRMFDetectionChainPar_sync41_TSRMF_CHAIN_TASK_DONE_si17,Mono,False,TSR,0
TSRMFDetectionChainPar_sync42_TSRMF_CHAIN_TASK_DONE_si18,Mono,False,TSR,0
TSRMFDetectionChainPar_sync43_TSRMF_CHAIN_TASK_DONE_si19,Mono,False,TSR,0
TSRMFDetectionChainPar_sync44_TSRMF_CHAIN_TASK_DONE_si20,Mono,False,TSR,0
TSRMFDetectionChainPar_sync45_TSRMF_CHAIN_TASK_DONE_si21,Mono,False,TSR,0
TSRMFDetectionChainPar_sync46_TSRMF_CHAIN_TASK_DONE_si22,Mono,False,TSR,0
runTSRPointsTracking,Mono,False,TSR,0
TSRPointTrackerFinalizeFrame,Mono,False,TSR,0
pyrCropAllocateTokenMemory,Mono,False,N/A,N/A
TSRMFFinalize3d,Mono,False,TSR,0
TSRSuppSignsBeginFrame,Mono,False,TSR,0
TSRSuppSignsEndFrame,Mono,False,TSR,0
sliVisionOnly,Mono,False,N/A,N/A
TSRCreateSingleFrameRoadMarkings_WIDE,Mono,False,TSR,0
TSRCreateSingleFrameRoadMarkings_NARROW,Mono,False,TSR,0
TSRCreateSingleFrameRoadMarkings,Mono,False,TSR,0
TSRCreateFinalResultsRoadMarkings,Mono,False,TSR,0
frameDebugTSRAttention,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync1_TSR_RM_MF_CHAIN_TASK_si0,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync2_TSR_RM_MF_CHAIN_TASK_si1,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync3_TSR_RM_MF_CHAIN_TASK_si2,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync4_TSR_RM_MF_CHAIN_TASK_si3,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync5_TSR_RM_MF_CHAIN_TASK_si4,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync6_TSR_RM_MF_CHAIN_TASK_si5,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync7_TSR_RM_MF_CHAIN_TASK_si6,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync8_TSR_RM_MF_CHAIN_TASK_si7,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync9_TSR_RM_MF_CHAIN_TASK_si8,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync10_TSR_RM_MF_CHAIN_TASK_si9,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync11_TSR_RM_MF_CHAIN_TASK_si10,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync12_TSR_RM_MF_CHAIN_TASK_si11,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync13_TSR_RM_MF_CHAIN_TASK_si12,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync14_TSR_RM_MF_CHAIN_TASK_si13,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync15_TSR_RM_MF_CHAIN_TASK_si14,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync16_TSR_RM_MF_CHAIN_TASK_si15,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync17_TSR_RM_MF_CHAIN_TASK_si16,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync18_TSR_RM_MF_CHAIN_TASK_si17,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync19_TSR_RM_MF_CHAIN_TASK_si18,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync20_TSR_RM_MF_CHAIN_TASK_si19,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync21_TSR_RM_MF_CHAIN_TASK_si20,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync22_TSR_RM_MF_CHAIN_TASK_si21,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync23_TSR_RM_MF_CHAIN_TASK_si22,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync24_TSR_RM_MF_CHAIN_TASK_DONE_si0,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync25_TSR_RM_MF_CHAIN_TASK_DONE_si1,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync26_TSR_RM_MF_CHAIN_TASK_DONE_si2,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync27_TSR_RM_MF_CHAIN_TASK_DONE_si3,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync28_TSR_RM_MF_CHAIN_TASK_DONE_si4,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync29_TSR_RM_MF_CHAIN_TASK_DONE_si5,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync30_TSR_RM_MF_CHAIN_TASK_DONE_si6,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync31_TSR_RM_MF_CHAIN_TASK_DONE_si7,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync32_TSR_RM_MF_CHAIN_TASK_DONE_si8,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync33_TSR_RM_MF_CHAIN_TASK_DONE_si9,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync34_TSR_RM_MF_CHAIN_TASK_DONE_si10,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync35_TSR_RM_MF_CHAIN_TASK_DONE_si11,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync36_TSR_RM_MF_CHAIN_TASK_DONE_si12,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync37_TSR_RM_MF_CHAIN_TASK_DONE_si13,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync38_TSR_RM_MF_CHAIN_TASK_DONE_si14,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync39_TSR_RM_MF_CHAIN_TASK_DONE_si15,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync40_TSR_RM_MF_CHAIN_TASK_DONE_si16,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync41_TSR_RM_MF_CHAIN_TASK_DONE_si17,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync42_TSR_RM_MF_CHAIN_TASK_DONE_si18,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync43_TSR_RM_MF_CHAIN_TASK_DONE_si19,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync44_TSR_RM_MF_CHAIN_TASK_DONE_si20,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync45_TSR_RM_MF_CHAIN_TASK_DONE_si21,Mono,False,TSR,0
TSRRoadMarkingsMFDetectionChainPar_sync46_TSR_RM_MF_CHAIN_TASK_DONE_si22,Mono,False,TSR,0
TSRMFUpdateTracked,Mono,False,TSR,0
updateMEMemoryCollection,Mono,True,TSR,0
MEMemSetTSRData,Mono,False,TSR,0
meMemPreProcess,Mono,False,N/A,N/A
SemanticLanesDescriptionCollectFeatures,Mono,False,N/A,N/A
SemanticLanesDescriptionMF,Mono,False,N/A,N/A
SemanticLanesDescriptionFinalizeFrame,Mono,False,N/A,N/A
sceneConstructionUpdateHighLevelDecider,Mono,False,N/A,N/A
TSRSetNumOfLanesInfo,Mono,False,TSR,0
meMemSetLaneData,Mono,False,N/A,N/A
meMemSetLaneAssignmentInformation,Mono,False,N/A,N/A
MEMemlaneAssignmentDecision,Mono,False,MEMem,11
TSRMFFinalizeFrame,Mono,False,TSR,0
updateGPSState,Mono,True,TSR,0
runSLCRelevanceModel,Mono,True,TSR,0
runDSREMSensingCracks,Mono,False,N/A,N/A
TSR_OCRBeginFrame,Mono,False,TSR,0
TSR_OCREndFrame,Mono,False,TSR,0
SLIRoadMarkingsFinalizeFrame,Mono,False,N/A,N/A
SemanticLanesDescriptionWriteItrk,Mono,False,N/A,N/A
vclManageApprovedAllClqs,Mono,False,N/A,N/A
